Pfam_Architecture	UniProt_ID
Peptidase_C14[146:302]-HEAT_2[838:920]-HEAT_2[933:1007]-HEAT_2[1023:1111]-Adaptin_N[1319:1379]-HEAT_2[1380:1465]-Adaptin_N[1466:1506]-HEAT_2[1507:1694]-HEAT_2[1740:1815]-HEAT_2[1827:2015]-HEAT_2[2025:2101]	tr|A0A5S9IRQ5|A0A5S9IRQ5_9BACT
NACHT[83:230]-HEAT_2[481:989]-Peptidase_C14[1026:1282]	tr|Q114H7|Q114H7_TRIEI
ADH_N_2[5:112]-ADH_zinc_N[166:306]-Peptidase_C14[529:817]	tr|M1W225|M1W225_CLAP2
Peptidase_C14[89:201]-Agenet[343:386]	tr|A0A2T6CPP1|A0A2T6CPP1_9BACT
Peptidase_C14[57:159]-Tudor-knot[316:360]	tr|A0A3G3GTB6|A0A3G3GTB6_9BACT
Peptidase_C14[87:295]-Agenet[354:399]	tr|K2C4R6|K2C4R6_9BACT
PDZ_2[28:113]-Thioredoxin[148:245]-WD40[502:539]-Peptidase_C14[769:904]	tr|A0A5J4KWQ0|A0A5J4KWQ0_9ZZZZ
Peptidase_C14[69:275]-Pyr_redox_2[419:743]-AIF_C[748:875]	tr|A0A498NF81|A0A498NF81_LABRO
Peptidase_C14[25:211]-AIG1[383:565]	tr|A0A669ET07|A0A669ET07_ORENI
AKAP7_NLS[16:292]-Peptidase_C14[471:758]	tr|A0A5M3YZC1|A0A5M3YZC1_ASPTE
AlbA_2[1291:1378]-Peptidase_C14[1406:1601]	tr|K0XES3|K0XES3_9FIRM
AlbA_2[328:415]-Peptidase_C14[445:640]	tr|A0A0F2J773|A0A0F2J773_9FIRM
AlbA_2[1294:1377]-Peptidase_C14[1411:1606]	tr|A0A336Q480|A0A336Q480_CLOPF
AlbA_2[1298:1391]-Peptidase_C14[1413:1610]	tr|A0A437UN84|A0A437UN84_ENTAV
AlbA_2[1304:1397]-Peptidase_C14[1419:1627]	tr|A0A6I6X2E4|A0A6I6X2E4_9GAMM
AlbA_2[1094:1192]-Peptidase_C14[1212:1405]	tr|A0A352V7T3|A0A352V7T3_9SPIR
AlbA_2[1306:1399]-Peptidase_C14[1425:1615]	tr|A0A4S3ZTV5|A0A4S3ZTV5_9FLAO
AlbA_2[1306:1400]-Peptidase_C14[1421:1657]	tr|A0A0L0QUG7|A0A0L0QUG7_VIRPA
AlbA_2[1311:1411]-Peptidase_C14[1433:1668]	tr|A0A1R3EWP0|A0A1R3EWP0_9VIBR
AlbA_2[1294:1376]-Peptidase_C14[1411:1606]	tr|A0A6B4F897|A0A6B4F897_CLOSG
AlbA_2[1297:1376]-Peptidase_C14[1412:1648]	tr|C8VVT6|C8VVT6_DESAS
AlbA_2[1311:1401]-Peptidase_C14[1426:1635]	tr|A0A2I8QPG4|A0A2I8QPG4_9ENTR
AlbA_2[1311:1401]-Peptidase_C14[1426:1635]	tr|A0A2I8TMY0|A0A2I8TMY0_9ENTR
AlbA_2[1311:1401]-Peptidase_C14[1426:1635]	tr|A0A2I8S8Q6|A0A2I8S8Q6_9ENTR
AlbA_2[1291:1370]-Peptidase_C14[1408:1641]	tr|A0A3N2F214|A0A3N2F214_9FLAO
AlbA_2[1299:1399]-Peptidase_C14[1424:1659]	tr|G7MAM0|G7MAM0_9CLOT
AlbA_2[1308:1393]-Peptidase_C14[1422:1657]	tr|A0A2N2CAR4|A0A2N2CAR4_9FIRM
AlbA_2[1301:1394]-Peptidase_C14[1424:1660]	tr|A0A1Q9PTT1|A0A1Q9PTT1_9BACI
AlbA_2[1299:1398]-Peptidase_C14[1418:1655]	tr|F4BQS5|F4BQS5_CARS1
AlbA_2[1303:1399]-Peptidase_C14[1422:1621]	tr|D3FX53|D3FX53_BACPE
AlbA_2[1308:1403]-Peptidase_C14[1425:1662]	tr|A0A1G9LWB6|A0A1G9LWB6_9FIRM
AlbA_2[1294:1378]-Peptidase_C14[1409:1608]	tr|A0A5C4TA79|A0A5C4TA79_9BACL
Alk_phosphatase[50:80]-Peptidase_C14[137:315]	tr|A0A6A4J917|A0A6A4J917_APOLU
Peptidase_C14[12:157]-Alpha-amylase[357:702]-Malt_amylase_C[782:859]	tr|A0A545AL57|A0A545AL57_9ACTN
Peptidase_C14[2:135]-Alpha-amylase[349:551]-Alpha-amylase[663:701]-Malt_amylase_C[784:859]	tr|A0A1C6SKZ9|A0A1C6SKZ9_9ACTN
Peptidase_C14[3:136]-Alpha-amylase[350:561]-Alpha-amylase[664:702]-Malt_amylase_C[785:860]	tr|A0A2W2ENL8|A0A2W2ENL8_9ACTN
Peptidase_C14[2:135]-Alpha-amylase[350:549]-Alpha-amylase[664:702]-Malt_amylase_C[785:860]	tr|A0A2G7D235|A0A2G7D235_9ACTN
Peptidase_C14[2:135]-Alpha-amylase[350:552]-Alpha-amylase[664:702]-Malt_amylase_C[785:860]	tr|A0A1I1PEC3|A0A1I1PEC3_9ACTN
Peptidase_C14[2:135]-Alpha-amylase[349:559]-Alpha-amylase[663:701]-Malt_amylase_C[784:858]	tr|A0A4Q8BCA8|A0A4Q8BCA8_9ACTN
Peptidase_C14[2:135]-Alpha-amylase[349:550]-Alpha-amylase[663:701]-Malt_amylase_C[784:859]	tr|A0A1H6Y4I2|A0A1H6Y4I2_9ACTN
Death[22:100]-Peptidase_C14[249:459]-Alpha_adaptinC2[500:595]	tr|A0A2B4S738|A0A2B4S738_STYPI
Peptidase_C14[81:272]-Amidase_2[523:640]	tr|A0A4Q2Y4N1|A0A4Q2Y4N1_9BACT
Amidase_2[59:243]-Peptidase_C14[324:595]-Lipase_GDSL_2[1090:1265]	tr|A0A369ICQ4|A0A369ICQ4_9BACT
Amidase_2[56:244]-Peptidase_C14[332:603]	tr|A0A0C1LLQ4|A0A0C1LLQ4_9BACT
Amidase_2[56:242]-Peptidase_C14[332:487]	tr|A0A5C6LL41|A0A5C6LL41_9BACT
Amidase_2[56:242]-Peptidase_C14[332:607]	tr|A0A317LQV1|A0A317LQV1_9BACT
Amidase_2[56:242]-Peptidase_C14[332:598]	tr|A0A1I5KE20|A0A1I5KE20_9BACT
Amidase_2[56:242]-Peptidase_C14[332:604]	tr|C7PLI7|C7PLI7_CHIPD
Amidase_2[59:243]-Peptidase_C14[322:589]-Lipase_GDSL_2[1088:1265]	tr|A0A2P8GBK8|A0A2P8GBK8_9BACT
Amidase_2[56:245]-Peptidase_C14[331:604]	tr|A0A327NT53|A0A327NT53_9BACT
Amidase_2[59:243]-Peptidase_C14[320:589]-Lipase_GDSL_2[1087:1264]	tr|A0A1G7PV97|A0A1G7PV97_9BACT
Amidase_2[59:243]-Peptidase_C14[321:589]	tr|A0A1Q3PQK6|A0A1Q3PQK6_9BACT
Amidase_2[59:243]-Peptidase_C14[320:588]	tr|A0A1H7AAT3|A0A1H7AAT3_9BACT
Amidase_2[56:242]-Peptidase_C14[332:606]	tr|A0A6B9ZMG1|A0A6B9ZMG1_9BACT
Amidase_2[56:232]-Peptidase_C14[332:604]	tr|A0A2P8FPX3|A0A2P8FPX3_9BACT
Amidase_2[56:232]-Peptidase_C14[332:604]	tr|A0A1G8AKC5|A0A1G8AKC5_CHIFI
Amidase_2[56:232]-Peptidase_C14[332:604]	tr|A0A1M7P8Z5|A0A1M7P8Z5_9BACT
Amidase_2[17:148]-Peptidase_C14[654:912]	tr|A0A076HVL0|A0A076HVL0_9BACT
Amidase_2[56:245]-Peptidase_C14[331:599]	tr|A0A5B2VIN7|A0A5B2VIN7_9BACT
Amidase_2[56:245]-Peptidase_C14[331:598]	tr|A0A4R5DKV7|A0A4R5DKV7_9BACT
Amidase_2[24:155]-Peptidase_C14[641:902]	tr|A0A2U0VRB3|A0A2U0VRB3_9BURK
Amidase_2[24:155]-Peptidase_C14[657:913]	tr|A0A6G8C7V4|A0A6G8C7V4_9BACT
Amidase_2[60:245]-Peptidase_C14[325:593]	tr|A0A4Q6ATE5|A0A4Q6ATE5_9SPHI
Amidase_2[34:164]-Peptidase_C14[664:916]	tr|A0A5B8A5E6|A0A5B8A5E6_9BACT
Amidase_2[29:160]-Peptidase_C14[674:927]	tr|A0A6A7LAX3|A0A6A7LAX3_9BACT
Amidase_2[24:156]-Peptidase_C14[674:925]	tr|A0A4U1ADS6|A0A4U1ADS6_9DELT
Amidase_2[24:155]-Peptidase_C14[643:897]	tr|A0A0E2Z6X9|A0A0E2Z6X9_9GAMM
Amidase_2[24:155]-Peptidase_C14[643:897]	tr|Q3J9Z6|Q3J9Z6_NITOC
Amidase_2[25:155]-Peptidase_C14[669:926]	tr|A0A136PEN4|A0A136PEN4_9BACT
Amidase_2[24:158]-Peptidase_C14[661:909]	tr|A0A368TPK8|A0A368TPK8_9GAMM
Amidase_2[60:245]-Peptidase_C14[326:596]-Lipase_GDSL_2[1038:1291]	tr|A0A4Q6DJF6|A0A4Q6DJF6_9PROT
Amidase_2[24:156]-Peptidase_C14[673:925]	tr|C0QJL6|C0QJL6_DESAH
Amidase_2[24:155]-Peptidase_C14[666:917]	tr|A0A4P6KY10|A0A4P6KY10_9BURK
Amidase_2[24:155]-Peptidase_C14[651:904]	tr|A0A542LRC1|A0A542LRC1_9BURK
Amidase_2[25:156]-Peptidase_C14[657:915]	tr|A0A5E7F6T7|A0A5E7F6T7_PSEFL
Amidase_2[25:156]-Peptidase_C14[658:911]	tr|A0A4Q9VVN0|A0A4Q9VVN0_9GAMM
Amidase_2[25:156]-Peptidase_C14[658:911]	tr|A0A4Q9UZ80|A0A4Q9UZ80_9GAMM
Amidase_2[27:158]-Peptidase_C14[650:922]	tr|A0A0P0YZ00|A0A0P0YZ00_9RHIZ
Amidase_2[25:156]-Peptidase_C14[659:925]	tr|A0A193FWZ9|A0A193FWZ9_9BORD
Amidase_2[24:155]-Peptidase_C14[657:909]	tr|A0A1J5RW61|A0A1J5RW61_9ZZZZ
Amidase_2[24:155]-Peptidase_C14[656:913]	tr|A0A1I4RDM2|A0A1I4RDM2_9PROT
Amidase_2[25:156]-Peptidase_C14[656:914]	tr|A0A5E7CKU3|A0A5E7CKU3_PSEFL
Amidase_2[25:155]-Peptidase_C14[710:963]	tr|A0A2Z2NLN4|A0A2Z2NLN4_9GAMM
Amidase_2[25:156]-Peptidase_C14[664:918]	tr|A0A1I5Z065|A0A1I5Z065_9PSED
Amidase_2[10:105]-Peptidase_C14[638:888]	tr|A0A0Q8WEY9|A0A0Q8WEY9_9BURK
Amidase_2[25:156]-Peptidase_C14[672:929]	tr|A1VLJ0|A1VLJ0_POLNA
Amidase_2[26:157]-Peptidase_C14[650:878]	tr|A0A143PGT4|A0A143PGT4_9BACT
Amidase_2[11:105]-Peptidase_C14[640:895]	tr|A0A068YW03|A0A068YW03_9BURK
Amidase_2[24:135]-Peptidase_C14[631:883]	tr|A0A3A3FL15|A0A3A3FL15_9BURK
Peptidase_C14[63:324]-Amidase_5[792:872]	tr|A0A450SSU0|A0A450SSU0_9GAMM
Peptidase_C14[63:324]-Amidase_5[792:872]	tr|A0A450SLN4|A0A450SLN4_9GAMM
Peptidase_C14[91:345]-Amidase_5[818:898]	tr|A0A450ZX68|A0A450ZX68_9GAMM
Peptidase_C14[25:257]-Amidohydro_2[511:737]	tr|A0A1F3KGJ5|A0A1F3KGJ5_9BACT
Peptidase_C14[25:257]-Amidohydro_2[511:737]	tr|A0A3D0HVM4|A0A3D0HVM4_9BACT
AMP-binding[116:561]-CENP-U[945:1110]-Peptidase_C14[1207:1436]	tr|A0A6A4T6W1|A0A6A4T6W1_SCOMX
Glyco_transf_29[87:348]-AMP-binding[498:943]-CENP-U[1263:1436]-Peptidase_C14[1533:1762]	tr|A0A2U9C9T3|A0A2U9C9T3_SCOMX
Peptidase_C14[7:253]-AMP-binding[270:642]-AMP-binding_C[651:730]	tr|K1RF68|K1RF68_CRAGI
ANAPC3[27:72]-TPR_12[73:140]-ANAPC3[141:213]-TPR_16[215:259]-Sel1[274:303]-Sel1[314:342]-Sel1[346:378]-Sel1[416:450]-Sel1[458:485]-Sel1[528:554]-Peptidase_C14[632:860]	tr|A0A3E5AEE7|A0A3E5AEE7_9BACT
ANAPC3[37:57]-TPR_1[58:89]-ANAPC3[90:114]-TPR_1[194:225]-TPR_16[226:249]-TPR_16[265:293]-TPR_8[294:325]-Peptidase_C14[552:762]	tr|A0A2A5HDW2|A0A2A5HDW2_9FLAO
Peptidase_C14[49:265]-TPR_11[290:316]-TPR_1[317:350]-TPR_1[352:383]-TPR_11[384:418]-TPR_1[419:452]-TPR_11[453:486]-TPR_1[487:588]	tr|I4G747|I4G747_MICAE
TPR_16[53:61]-ANAPC3[62:141]-TPR_8[142:149]-TPR_8[183:211]-TPR_8[218:249]-Peptidase_C14[578:787]	tr|A0A1F3EEW8|A0A1F3EEW8_9BACT
TPR_16[53:61]-ANAPC3[62:141]-TPR_8[142:149]-TPR_8[183:211]-TPR_8[218:249]-Peptidase_C14[578:787]	tr|A0A3C1K215|A0A3C1K215_9BACT
ANAPC3[34:116]-TPR_8[262:291]-TPR_8[293:324]-Peptidase_C14[550:760]	tr|A0A2N2ZQW6|A0A2N2ZQW6_9BACT
ANAPC3[34:115]-TPR_8[193:224]-TPR_8[262:324]-Peptidase_C14[551:760]	tr|A0A2H0G792|A0A2H0G792_9FLAO
Peptidase_C14[38:272]-TPR_16[501:524]-TPR_2[525:557]-ANAPC3[714:741]-TPR_16[742:768]-TPR_1[769:800]	tr|A0A368MHH3|A0A368MHH3_9FLAO
Peptidase_C14[48:280]-PEGA[312:379]-ANAPC3[423:455]-TPR_19[456:546]	tr|A0A1F2V4H5|A0A1F2V4H5_9BACT
TPR_16[25:34]-ANAPC3[35:115]-TPR_8[134:164]-Peptidase_C14[326:552]	tr|A0A364Y304|A0A364Y304_9BACT
Peptidase_C14[38:271]-TPR_1[496:506]-TPR_19[507:561]-TPR_8[563:593]-TPR_16[747:762]-TPR_1[774:802]-ANAPC3[803:823]	tr|A0A0Q1BR76|A0A0Q1BR76_9FLAO
Peptidase_C14[141:349]-ANAPC4_WD40[702:722]-WD40[723:750]-WD40[754:792]-WD40[796:834]-WD40[838:886]-WD40[890:928]-WD40[933:970]-WD40[975:1011]-WD40[1016:1054]-WD40[1059:1096]-WD40[1101:1138]-WD40[1143:1190]-WD40[1195:1242]-WD40[1247:1293]-WD40[1298:1344]-WD40[1348:1386]-WD40[1393:1429]-WD40[1433:1471]-WD40[1475:1513]-WD40[1518:1565]-WD40[1570:1618]-WD40[1623:1660]-WD40[1664:1702]-WD40[1706:1745]-WD40[1750:1786]-WD40[1791:1828]-WD40[1833:1870]-WD40[1875:1912]-WD40[1917:1964]-WD40[1970:2006]-ANAPC4_WD40[2519:2678]-WD40[2679:2703]-WD40[2710:2745]	tr|A0A5S9F682|A0A5S9F682_9BACT
Peptidase_C14[143:317]-eIF2A[796:833]-WD40[834:870]-WD40[875:912]-WD40[918:954]-WD40[959:996]-WD40[1001:1038]-eIF2A[1039:1048]-WD40[1049:1079]-WD40[1084:1121]-WD40[1131:1163]-WD40[1168:1205]-WD40[1210:1238]-WD40[1262:1286]-WD40[1292:1328]-WD40[1334:1378]-WD40[1383:1420]-WD40[1427:1462]-WD40[1467:1504]-WD40[1511:1546]-WD40[1551:1588]-WD40[1594:1630]-WD40[1635:1672]-WD40[1719:1756]-WD40[1762:1798]-WD40[1804:1818]-ANAPC4_WD40[1819:1844]-WD40[1845:1882]-ANAPC4_WD40[1883:1903]-WD40[1904:1925]-FGE-sulfatase[2883:3091]	tr|A0A5S9IK20|A0A5S9IK20_9BACT
Peptidase_C14[322:474]-ANAPC4_WD40[879:889]-WD40[890:920]-ANAPC4_WD40[921:935]-WD40[966:1003]-WD40[1008:1045]-WD40[1137:1170]-WD40[1178:1212]-WD40[1216:1254]-ANAPC4_WD40[1255:1270]-WD40[1271:1296]-WD40[1302:1338]-WD40[1343:1380]-WD40[1385:1421]-WD40[1432:1463]-WD40[1469:1505]-WD40[1512:1547]-WD40[1554:1589]-WD40[1594:1631]-WD40[1636:1673]-WD40[1678:1715]-WD40[1732:1756]	tr|A0A5S9IT19|A0A5S9IT19_9BACT
Peptidase_C14[4:158]-WD40[809:841]-WD40[845:883]-WD40[887:925]-WD40[929:967]-WD40[971:1007]-WD40[1013:1051]-WD40[1055:1093]-WD40[1097:1132]-WD40[1136:1172]-WD40[1178:1215]-ANAPC4_WD40[1216:1224]-WD40[1225:1261]-WD40[1265:1303]-WD40[1307:1345]-WD40[1349:1387]-WD40[1391:1429]-WD40[1433:1471]-WD40[1475:1512]	tr|A0A1D9FYV2|A0A1D9FYV2_9CYAN
Peptidase_C14[8:228]-WD40[912:945]-WD40[951:986]-WD40[998:1028]-WD40[1036:1071]-WD40[1086:1115]-WD40[1127:1157]-WD40[1166:1199]-WD40[1207:1241]-WD40[1247:1283]-WD40[1347:1381]-WD40[1385:1423]-WD40[1427:1474]-WD40[1480:1515]-WD40[1596:1632]-WD40[1636:1672]-WD40[1675:1713]-WD40[1727:1754]-WD40[1757:1786]-WD40[1848:1880]	tr|A0A1Z4GRV5|A0A1Z4GRV5_9CYAN
Peptidase_C14[6:210]-WD40[924:949]-WD40[953:991]-WD40[995:1033]-WD40[1037:1075]-WD40[1079:1117]-WD40[1121:1159]-WD40[1163:1200]-WD40[1204:1242]-WD40[1246:1284]-WD40[1290:1326]-WD40[1331:1368]-WD40[1372:1410]-eIF2A[1411:1451]-WD40[1456:1494]-WD40[1498:1536]-WD40[1540:1577]	tr|A0A6B3MPT8|A0A6B3MPT8_9CYAN
Peptidase_C14[9:233]-eIF2A[833:946]-WD40[947:954]-WD40[959:995]-eIF2A[1002:1111]-WD40[1112:1118]-WD40[1130:1159]-WD40[1164:1200]-WD40[1205:1241]-WD40[1246:1282]-eIF2A[1289:1328]-WD40[1329:1364]-eIF2A[1365:1398]-WD40[1399:1405]-WD40[1410:1444]	tr|Q10VX7|Q10VX7_TRIEI
Peptidase_C14[305:504]-ANAPC4_WD40[871:880]-WD40[881:911]-ANAPC4_WD40[912:925]-WD40[956:994]-WD40[1000:1034]-WD40[1044:1078]-WD40[1085:1119]-ANAPC4_WD40[1120:1133]-WD40[1210:1243]-ANAPC4_WD40[1244:1259]-WD40[1262:1294]-WD40[1340:1377]-WD40[1384:1418]-eIF2A[1419:1469]-WD40[1470:1501]-WD40[1507:1521]-ANAPC4_WD40[1522:1547]-WD40[1548:1585]-ANAPC4_WD40[1586:1600]-WD40[1638:1672]-WD40[1680:1714]-WD40[1718:1755]	tr|A0A5S9IR82|A0A5S9IR82_9BACT
Peptidase_C14[5:188]-eIF2A[832:946]-WD40[947:954]-WD40[959:995]-WD40[1001:1036]-WD40[1041:1077]-eIF2A[1078:1206]-WD40[1209:1241]-WD40[1247:1282]-WD40[1288:1323]-WD40[1328:1357]-eIF2A[1358:1368]-WD40[1369:1405]-eIF2A[1406:1441]	tr|Q10XW6|Q10XW6_TRIEI
Peptidase_C14[4:161]-WD40[855:885]-WD40[889:927]-WD40[931:969]-WD40[973:1011]-WD40[1015:1053]-WD40[1057:1095]-WD40[1099:1137]-WD40[1141:1179]-WD40[1183:1221]-WD40[1225:1263]-WD40[1267:1305]-WD40[1309:1347]-WD40[1351:1389]-WD40[1393:1431]-WD40[1435:1473]-WD40[1477:1514]	tr|A0A1D8TS09|A0A1D8TS09_9CYAN
Peptidase_C14[4:155]-WD40[846:878]-WD40[882:920]-WD40[924:962]-WD40[966:1004]-WD40[1008:1046]-WD40[1050:1088]-WD40[1092:1130]-WD40[1134:1172]-WD40[1176:1214]-WD40[1218:1256]-WD40[1260:1298]-WD40[1302:1340]-WD40[1344:1382]-WD40[1386:1424]-WD40[1428:1466]-WD40[1470:1507]	tr|F4XNH8|F4XNH8_9CYAN
Peptidase_C14[6:258]-WD40[885:917]-WD40[921:959]-WD40[964:1001]-WD40[1005:1043]-WD40[1047:1085]-WD40[1089:1127]-WD40[1131:1169]-WD40[1180:1217]-WD40[1221:1259]-WD40[1263:1301]-WD40[1305:1343]-WD40[1347:1385]-WD40[1390:1427]-WD40[1431:1468]	tr|A0A1D8TQR6|A0A1D8TQR6_9CYAN
Peptidase_C14[10:173]-WD40[881:912]-ANAPC4_WD40[913:934]-WD40[935:955]-WD40[959:997]-WD40[1002:1039]-WD40[1043:1086]-eIF2A[1087:1102]-WD40[1103:1130]-WD40[1134:1150]-ANAPC4_WD40[1151:1176]-WD40[1177:1214]-ANAPC4_WD40[1215:1229]-WD40[1230:1256]-WD40[1262:1298]-ANAPC4_WD40[1299:1321]-WD40[1322:1341]-WD40[1349:1383]-WD40[1412:1439]-WD40[1444:1481]	tr|A3IRL3|A3IRL3_9CHRO
Peptidase_C14[5:159]-ANAPC4_WD40[799:847]-WD40[848:871]-WD40[877:913]-WD40[919:955]-WD40[961:997]-WD40[1003:1039]-WD40[1045:1081]-WD40[1088:1122]-ANAPC4_WD40[1154:1188]-WD40[1189:1226]-WD40[1231:1268]	tr|A0A357ADL2|A0A357ADL2_9CYAN
Peptidase_C14[6:211]-WD40[837:871]-WD40[875:913]-WD40[917:955]-WD40[959:997]-WD40[1002:1039]-WD40[1045:1081]-WD40[1086:1123]-WD40[1128:1165]-WD40[1170:1207]-WD40[1211:1249]-WD40[1254:1291]-eIF2A[1292:1335]-WD40[1340:1377]-WD40[1384:1419]	tr|F4XK01|F4XK01_9CYAN
Peptidase_C14[7:167]-WD40[870:902]-WD40[906:944]-WD40[948:986]-WD40[990:1028]-WD40[1032:1070]-WD40[1074:1112]-WD40[1116:1154]-WD40[1158:1195]-WD40[1200:1238]-WD40[1242:1280]-WD40[1284:1322]-WD40[1326:1364]	tr|A0A367RLQ4|A0A367RLQ4_NOSPU
WD40[33:63]-WD40[68:104]-WD40[110:147]-WD40[152:189]-WD40[194:230]-WD40[235:272]-WD40[278:314]-WD40[318:356]-WD40[361:397]-WD40[402:440]-WD40[445:481]-WD40[486:524]-WD40[529:566]-WD40[571:608]-Peptidase_C14[797:1037]	tr|A0A1G3HT11|A0A1G3HT11_9RHOO
Peptidase_C14[7:160]-eIF2A[864:899]-WD40[900:938]-WD40[941:979]-eIF2A[980:986]-WD40[987:1020]-WD40[1025:1060]-WD40[1071:1102]-WD40[1113:1147]-WD40[1160:1172]-ANAPC4_WD40[1173:1232]-WD40[1233:1270]-WD40[1275:1298]-ANAPC4_WD40[1299:1315]-WD40[1316:1353]-WD40[1357:1395]-eIF2A[1396:1403]-WD40[1404:1434]	tr|D8FZP7|D8FZP7_9CYAN
Peptidase_C14[7:163]-WD40[843:874]-WD40[879:916]-WD40[921:958]-WD40[963:1000]-WD40[1007:1041]-WD40[1057:1091]-WD40[1095:1133]-WD40[1141:1176]-ANAPC4_WD40[1186:1235]-WD40[1286:1298]-eIF2A[1299:1313]-WD40[1314:1352]-WD40[1356:1394]-WD40[1399:1436]	tr|A0A433VUA2|A0A433VUA2_9CYAN
WD40[29:60]-WD40[65:102]-WD40[107:144]-WD40[149:185]-WD40[189:226]-WD40[231:268]-WD40[272:310]-WD40[317:352]-WD40[368:393]-WD40[397:435]-WD40[439:477]-WD40[483:519]-WD40[524:561]-WD40[566:603]-Peptidase_C14[835:1074]	tr|A0A522M460|A0A522M460_9GAMM
Peptidase_C14[25:227]-WD40[1102:1134]-WD40[1137:1175]-WD40[1178:1215]-ANAPC4_WD40[1216:1280]-eIF2A[1281:1308]-WD40[1309:1340]-WD40[1353:1386]-WD40[1445:1469]-WD40[1475:1511]-WD40[1516:1532]-ANAPC4_WD40[1533:1599]-WD40[1600:1637]-WD40[1642:1679]	tr|K9PTY8|K9PTY8_9CYAN
Peptidase_C14[24:224]-WD40[1133:1166]-ANAPC4_WD40[1169:1228]-WD40[1233:1268]-WD40[1274:1309]-WD40[1314:1352]-eIF2A[1353:1361]-WD40[1362:1391]-WD40[1395:1433]-WD40[1442:1467]-WD40[1477:1510]-WD40[1516:1551]-WD40[1556:1593]-WD40[1598:1635]-WD40[1640:1677]-WD40[1682:1719]	tr|A0A367R9V7|A0A367R9V7_9NOSO
Peptidase_C14[25:242]-WD40[1086:1105]-ANAPC4_WD40[1106:1122]-WD40[1123:1159]-WD40[1164:1202]-ANAPC4_WD40[1203:1217]-ANAPC4_WD40[1229:1336]-WD40[1337:1368]-WD40[1378:1409]-WD40[1427:1437]-ANAPC4_WD40[1438:1465]-WD40[1466:1501]-WD40[1507:1542]-WD40[1547:1584]-ANAPC4_WD40[1585:1591]-WD40[1592:1626]-WD40[1634:1667]	tr|A0A1Z4MYJ6|A0A1Z4MYJ6_9CYAN
Peptidase_C14[25:242]-WD40[1086:1105]-ANAPC4_WD40[1106:1122]-WD40[1123:1159]-WD40[1164:1202]-ANAPC4_WD40[1203:1217]-ANAPC4_WD40[1229:1336]-WD40[1337:1368]-WD40[1378:1409]-WD40[1427:1437]-ANAPC4_WD40[1438:1465]-WD40[1466:1501]-WD40[1507:1542]-WD40[1547:1584]-ANAPC4_WD40[1585:1591]-WD40[1592:1626]-WD40[1634:1667]	tr|A0A1Z4UEA2|A0A1Z4UEA2_9CYAN
Peptidase_C14[25:217]-WD40[1070:1103]-WD40[1107:1143]-WD40[1149:1186]-WD40[1190:1227]-WD40[1232:1269]-WD40[1274:1312]-WD40[1318:1352]-WD40[1359:1393]-WD40[1398:1413]-ANAPC4_WD40[1414:1488]-WD40[1489:1519]-WD40[1523:1560]-WD40[1566:1602]-WD40[1607:1643]	tr|A0A1W5CIH0|A0A1W5CIH0_9NOST
Peptidase_C14[25:217]-WD40[1070:1103]-WD40[1107:1143]-WD40[1149:1186]-WD40[1190:1227]-WD40[1232:1269]-WD40[1274:1312]-WD40[1318:1352]-WD40[1359:1393]-WD40[1398:1413]-ANAPC4_WD40[1414:1488]-WD40[1489:1519]-WD40[1523:1560]-WD40[1566:1602]-WD40[1607:1643]	tr|A0A5Q0GC50|A0A5Q0GC50_9NOST
Peptidase_C14[25:217]-WD40[1070:1103]-WD40[1107:1143]-WD40[1149:1186]-WD40[1190:1227]-WD40[1232:1269]-WD40[1274:1312]-WD40[1318:1352]-WD40[1359:1393]-WD40[1398:1413]-ANAPC4_WD40[1414:1488]-WD40[1489:1519]-WD40[1523:1560]-WD40[1566:1602]-WD40[1607:1643]	tr|Q3MH71|Q3MH71_TRIV2
Peptidase_C14[8:214]-WD40[904:936]-WD40[940:979]-WD40[1029:1066]-WD40[1072:1108]-WD40[1113:1150]-WD40[1157:1194]-WD40[1200:1236]-WD40[1241:1278]-WD40[1283:1320]-WD40[1327:1362]-WD40[1367:1406]-WD40[1411:1448]-WD40[1455:1489]	tr|A0A1Z4HHH0|A0A1Z4HHH0_9NOSO
Peptidase_C14[24:223]-WD40[1130:1165]-WD40[1168:1205]-WD40[1222:1258]-WD40[1265:1299]-WD40[1305:1342]-eIF2A[1343:1349]-WD40[1350:1383]-WD40[1388:1422]-eIF2A[1429:1472]-ANAPC4_WD40[1473:1508]-WD40[1509:1545]-WD40[1550:1587]-WD40[1592:1628]-WD40[1634:1671]-WD40[1677:1713]	tr|A0A1Z4KQU6|A0A1Z4KQU6_ANAVA
Peptidase_C14[24:223]-WD40[1130:1165]-WD40[1168:1205]-WD40[1222:1258]-WD40[1265:1299]-WD40[1305:1342]-eIF2A[1343:1349]-WD40[1350:1383]-WD40[1388:1422]-eIF2A[1429:1472]-ANAPC4_WD40[1473:1508]-WD40[1509:1545]-WD40[1550:1587]-WD40[1592:1628]-WD40[1634:1671]-WD40[1677:1713]	tr|Q8Z020|Q8Z020_NOSS1
